occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,confidence,needs_review,previous_code,previous_rule_hit,rationale
석 공예원,85,8.5e-05,0.972496,7,??? ? ?? ?? ???,v2:공예원,high,yes,other,no_rule,craft/construction/manufacturing skilled
의료과학 시험원,85,8.5e-05,0.972581,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
카펫 및 가발 제조원,84,8.4e-05,0.972665,7,??? ? ?? ?? ???,v2:제조원,high,yes,other,no_rule,craft/construction/manufacturing skilled
주방장,84,8.4e-05,0.972749,4,??? ???,kept:contains:주방,high,no,4,contains:주방,kept from draft; no stronger correction rule
선박 배관공,84,8.4e-05,0.972833,8,????? ?? ? ?? ???,kept:contains:선박,high,no,8,contains:선박,kept from draft; no stronger correction rule
"전직 그 외 기획 및 마케팅 사무원, 현재 구직중",84,8.4e-05,0.972917,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 강구조물 건립원, 현재 구직중",83,8.3e-05,0.973,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
수의사 보조원,83,8.3e-05,0.973083,3,?? ???,kept:suffix:보조원,medium,yes,3,suffix:보조원,kept from draft; no stronger correction rule
종이 제조 장치 조작원,83,8.3e-05,0.973166,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
토목안전 기술자,83,8.3e-05,0.973249,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
그 외 토목 관련 기술자,83,8.3e-05,0.973332,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
그 외 직조기 및 편직기 조작원,83,8.3e-05,0.973415,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
컴퓨터 운영 관리자,83,8.3e-05,0.973498,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
도시 계획 및 설계가,83,8.3e-05,0.973581,2,??? ? ?? ???,kept:contains:설계,high,no,2,contains:설계,kept from draft; no stronger correction rule
항공기 배관공,83,8.3e-05,0.973664,7,??? ? ?? ?? ???,kept:contains:배관,high,no,7,contains:배관,kept from draft; no stronger correction rule
시추장비 조작원,82,8.2e-05,0.973746,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
대학 행정조교,82,8.2e-05,0.973828,3,?? ???,v3:행정조교,medium,yes,other,no_rule,administrative/clerical
그 외 석유 및 천연가스 제조 관련 제어 장치 조작원,82,8.2e-05,0.97391,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
공동주택 관리자,81,8.1e-05,0.973991,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 중식 조리사, 현재 구직중",81,8.1e-05,0.974072,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 가사 도우미, 현재 구직중",81,8.1e-05,0.974153,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
소음 진동 기술자 및 연구원,81,8.1e-05,0.974234,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
임상병리사,81,8.1e-05,0.974315,2,??? ? ?? ???,kept:contains:임상,high,no,2,contains:임상,kept from draft; no stronger correction rule
경기 심판,80,8e-05,0.974395,2,??? ? ?? ???,v3:심판,medium,yes,other,no_rule,professional/sports/arts/religion/social guidance
노무사,79,7.9e-05,0.974474,2,??? ? ?? ???,kept:suffix:노무사,high,no,2,suffix:노무사,kept from draft; no stronger correction rule
자동차 조립원,79,7.9e-05,0.974553,8,????? ?? ? ?? ???,kept:contains:조립,high,no,8,contains:조립,kept from draft; no stronger correction rule
증권 중개인,79,7.9e-05,0.974632,5,?? ???,kept:contains:중개인,high,no,5,contains:중개인,kept from draft; no stronger correction rule
축산 및 수의학 연구원,79,7.9e-05,0.974711,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
인터넷케이블 설치 및 수리원,78,7.8e-05,0.974789,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
전기공학 시험원,78,7.8e-05,0.974867,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
인화지 제조기 조작원,78,7.8e-05,0.974945,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
감독 및 연출가,78,7.8e-05,0.975023,2,??? ? ?? ???,v3:감독,medium,yes,other,no_rule,professional/sports/arts/religion/social guidance
그 외 건설 및 채굴기계 운전원,77,7.7e-05,0.9751,8,????? ?? ? ?? ???,kept:contains:운전원,high,no,8,contains:운전원,kept from draft; no stronger correction rule
조선공학 기술자 및 연구원,77,7.7e-05,0.975177,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
반려동물 훈련사,77,7.7e-05,0.975254,4,??? ???,v2:훈련사,medium,yes,other,no_rule,personal/protective service
"전직 수동 포장원, 현재 구직중",77,7.7e-05,0.975331,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
교육 분야 시간강사,77,7.7e-05,0.975408,2,??? ? ?? ???,kept:suffix:강사,high,no,2,suffix:강사,kept from draft; no stronger correction rule
선박 기관사,77,7.7e-05,0.975485,8,????? ?? ? ?? ???,kept:contains:기관사,high,no,8,contains:기관사,kept from draft; no stronger correction rule
인발기 조작원,77,7.7e-05,0.975562,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
건물 수리원,77,7.7e-05,0.975639,7,??? ? ?? ?? ???,kept:contains:수리,high,no,7,contains:수리,kept from draft; no stronger correction rule
평론가,77,7.7e-05,0.975716,2,??? ? ?? ???,v2:평론가,high,yes,other,no_rule,professional/associate professional
비상 발전기 설치 및 정비원,76,7.6e-05,0.975792,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
토목구조 설계 기술자,76,7.6e-05,0.975868,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
공학·제조 및 건설 분야 시간강사,76,7.6e-05,0.975944,2,??? ? ?? ???,kept:suffix:강사,high,no,2,suffix:강사,kept from draft; no stronger correction rule
철도 기관차 정비원,76,7.6e-05,0.97602,8,????? ?? ? ?? ???,kept:contains:철도,high,no,8,contains:철도,kept from draft; no stronger correction rule
그 외 건축 관련 기술자,76,7.6e-05,0.976096,2,??? ? ?? ???,kept:suffix:기술자,high,no,2,suffix:기술자,kept from draft; no stronger correction rule
"전직 법무 사무원, 현재 구직중",76,7.6e-05,0.976172,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
약제품 생산기 조작원,75,7.5e-05,0.976247,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
그 외 교육 관련 관리자,75,7.5e-05,0.976322,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
헤드헌터,75,7.5e-05,0.976397,2,??? ? ?? ???,v3:헤드헌터,medium,yes,other,no_rule,professional/sports/arts/religion/social guidance
통신케이블 설치 및 수리원,75,7.5e-05,0.976472,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
공군 병사,75,7.5e-05,0.976547,A,??,kept:contains:병사,high,no,A,contains:병사,kept from draft; no stronger correction rule
주형원,74,7.4e-05,0.976621,7,??? ? ?? ?? ???,v2:주형원,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 노인 및 장애인 돌봄 서비스 종사원, 현재 구직중",74,7.4e-05,0.976695,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 유리 제조 및 가공기 조작원,73,7.3e-05,0.976768,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 화장품 판매원, 현재 구직중",73,7.3e-05,0.976841,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 금형원, 현재 구직중",73,7.3e-05,0.976914,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
화장품·비누제품 기술자 및 연구원,73,7.3e-05,0.976987,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
귀금속 세공원,72,7.2e-05,0.977059,7,??? ? ?? ?? ???,v2:세공원,high,yes,other,no_rule,craft/construction/manufacturing skilled
항공운송 사무원,72,7.2e-05,0.977131,3,?? ???,kept:suffix:사무원,high,no,3,suffix:사무원,kept from draft; no stronger correction rule
"전직 조세행정 사무원, 현재 구직중",72,7.2e-05,0.977203,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
드릴링기 및 보링기 조작원,72,7.2e-05,0.977275,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
날염기 조작원,71,7.1e-05,0.977346,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
정부행정 전문가,70,7e-05,0.977416,2,??? ? ?? ???,kept:suffix:전문가,high,no,2,suffix:전문가,kept from draft; no stronger correction rule
임학 연구원,69,6.9e-05,0.977485,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
수산학 연구원,69,6.9e-05,0.977554,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
전자 및 정밀 기구 조립원,69,6.9e-05,0.977623,8,????? ?? ? ?? ???,kept:contains:조립,high,no,8,contains:조립,kept from draft; no stronger correction rule
"전직 운송장비 청소원, 현재 구직중",69,6.9e-05,0.977692,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
제책 및 재단용 기계 조작원,68,6.8e-05,0.97776,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
요업 및 세라믹 공학 시험원,68,6.8e-05,0.977828,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
화장품 및 비누제품 시험원,68,6.8e-05,0.977896,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
"전직 그 외 조리사, 현재 구직중",68,6.8e-05,0.977964,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
건강식품 가공기 조작원,68,6.8e-05,0.978032,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
목 공예원,68,6.8e-05,0.9781,7,??? ? ?? ?? ???,v2:공예원,high,yes,other,no_rule,craft/construction/manufacturing skilled
한복 제조원,67,6.7e-05,0.978167,7,??? ? ?? ?? ???,v2:제조원,high,yes,other,no_rule,craft/construction/manufacturing skilled
가스 관련 관리자,67,6.7e-05,0.978234,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
어업 시험원,67,6.7e-05,0.978301,6,????? ?? ???,kept:contains:어업,medium,yes,6,contains:어업,kept from draft; no stronger correction rule
"전직 대형 화물차 운전원, 현재 구직중",66,6.6e-05,0.978367,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
크레인 설치 및 정비원,66,6.6e-05,0.978433,8,????? ?? ? ?? ???,kept:contains:크레인,high,no,8,contains:크레인,kept from draft; no stronger correction rule
"전직 우편집배원, 현재 구직중",66,6.6e-05,0.978499,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 선박 관련 승무원,66,6.6e-05,0.978565,4,??? ???,kept:contains:승무원,high,no,4,contains:승무원,kept from draft; no stronger correction rule
손해 사정사,65,6.5e-05,0.97863,2,??? ? ?? ???,v2:손해 사정사,high,yes,other,no_rule,professional/associate professional
웹 디자이너,65,6.5e-05,0.978695,2,??? ? ?? ???,kept:suffix:디자이너,high,no,2,suffix:디자이너,kept from draft; no stronger correction rule
도로정지기 운전원,65,6.5e-05,0.97876,8,????? ?? ? ?? ???,kept:contains:운전원,high,no,8,contains:운전원,kept from draft; no stronger correction rule
그 외 점토제품 생산기 조작원,64,6.4e-05,0.978824,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
공학 연구 관리자,64,6.4e-05,0.978888,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
수질 환경 시험원,64,6.4e-05,0.978952,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
방송케이블 설치 및 수리원,64,6.4e-05,0.979016,7,??? ? ?? ?? ???,kept:contains:설치,high,no,7,contains:설치,kept from draft; no stronger correction rule
그 외 자산 운용가,63,6.3e-05,0.979079,2,??? ? ?? ???,v3:자산 운용가,medium,yes,other,no_rule,professional/sports/arts/religion/social guidance
방송 안내원,63,6.3e-05,0.979142,4,??? ???,kept:contains:안내원,high,no,4,contains:안내원,kept from draft; no stronger correction rule
오프셋인쇄기 조작원,63,6.3e-05,0.979205,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
"전직 택배원, 현재 구직중",63,6.3e-05,0.979268,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 정보 시스템 운영자, 현재 구직중",63,6.3e-05,0.979331,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 광고 전문가, 현재 구직중",62,6.2e-05,0.979393,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
하수 처리 장치 조작원,62,6.2e-05,0.979455,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
