occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,needs_review
크레인 설치 및 정비원,66,6.6e-05,0.978433,8,장치·기계 조작 및 조립 종사자,contains:크레인,
"전직 우편집배원, 현재 구직중",66,6.6e-05,0.978499,unemployed,무직/비경제활동,contains:구직중,
그 외 선박 관련 승무원,66,6.6e-05,0.978565,4,서비스 종사자,contains:승무원,
손해 사정사,65,6.5e-05,0.97863,other,기타/검토,no_rule,yes
웹 디자이너,65,6.5e-05,0.978695,2,전문가 및 관련 종사자,suffix:디자이너,
도로정지기 운전원,65,6.5e-05,0.97876,8,장치·기계 조작 및 조립 종사자,contains:운전원,
그 외 점토제품 생산기 조작원,64,6.4e-05,0.978824,8,장치·기계 조작 및 조립 종사자,contains:조작원,
공학 연구 관리자,64,6.4e-05,0.978888,1,관리자,contains:관리자,
수질 환경 시험원,64,6.4e-05,0.978952,other,기타/검토,no_rule,yes
방송케이블 설치 및 수리원,64,6.4e-05,0.979016,7,기능원 및 관련 기능 종사자,contains:설치,
그 외 자산 운용가,63,6.3e-05,0.979079,other,기타/검토,no_rule,yes
방송 안내원,63,6.3e-05,0.979142,4,서비스 종사자,contains:안내원,
오프셋인쇄기 조작원,63,6.3e-05,0.979205,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 택배원, 현재 구직중",63,6.3e-05,0.979268,unemployed,무직/비경제활동,contains:구직중,
"전직 정보 시스템 운영자, 현재 구직중",63,6.3e-05,0.979331,unemployed,무직/비경제활동,contains:구직중,
"전직 광고 전문가, 현재 구직중",62,6.2e-05,0.979393,unemployed,무직/비경제활동,contains:구직중,
하수 처리 장치 조작원,62,6.2e-05,0.979455,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 데이터 분석가, 현재 구직중",62,6.2e-05,0.979517,unemployed,무직/비경제활동,contains:구직중,
생물학 시험원,62,6.2e-05,0.979579,other,기타/검토,no_rule,yes
양장 제조원,62,6.2e-05,0.979641,other,기타/검토,no_rule,yes
"전직 보육 관련 시설 서비스 종사원, 현재 구직중",61,6.1e-05,0.979702,unemployed,무직/비경제활동,contains:구직중,
그 외 표백 및 염색 관련 기계 조작원,61,6.1e-05,0.979763,8,장치·기계 조작 및 조립 종사자,contains:조작원,
그 외 종이제품 생산기 조작원,61,6.1e-05,0.979824,8,장치·기계 조작 및 조립 종사자,contains:조작원,
농업용 기계 설치 및 정비원,61,6.1e-05,0.979885,6,농림·어업 숙련 종사자,contains:농업,
"전직 매장 정리원, 현재 구직중",60,6e-05,0.979945,unemployed,무직/비경제활동,contains:구직중,
"전직 예약 및 접수 사무원, 현재 구직중",60,6e-05,0.980005,unemployed,무직/비경제활동,contains:구직중,
출판물 기획자,60,6e-05,0.980065,2,전문가 및 관련 종사자,suffix:기획자,
필름 생산기 조작원,60,6e-05,0.980125,8,장치·기계 조작 및 조립 종사자,contains:조작원,
행사 전시 기획자,60,6e-05,0.980185,2,전문가 및 관련 종사자,suffix:기획자,
메이크업 아티스트,60,6e-05,0.980245,other,기타/검토,no_rule,yes
투자 및 증권 분석가,59,5.9e-05,0.980304,2,전문가 및 관련 종사자,contains:분석가,
건설기계 조립원,59,5.9e-05,0.980363,8,장치·기계 조작 및 조립 종사자,contains:조립,
섬유기계 설치 및 정비원,59,5.9e-05,0.980422,7,기능원 및 관련 기능 종사자,contains:설치,
전자 제품 기계 설치 및 정비원,59,5.9e-05,0.980481,7,기능원 및 관련 기능 종사자,contains:설치,
책 디자이너,59,5.9e-05,0.98054,2,전문가 및 관련 종사자,suffix:디자이너,
액세서리 디자이너,59,5.9e-05,0.980599,2,전문가 및 관련 종사자,suffix:디자이너,
예술 및 인문학 시간강사,59,5.9e-05,0.980658,2,전문가 및 관련 종사자,suffix:강사,
신부,59,5.9e-05,0.980717,other,기타/검토,no_rule,yes
임상심리사,59,5.9e-05,0.980776,2,전문가 및 관련 종사자,contains:임상,
"전직 119 구조대원, 현재 구직중",58,5.8e-05,0.980834,unemployed,무직/비경제활동,contains:구직중,
경기 기록원,58,5.8e-05,0.980892,other,기타/검토,no_rule,yes
자재 및 구매 관리자,58,5.8e-05,0.98095,1,관리자,contains:관리자,
그 외 식문화 관련 전문가,58,5.8e-05,0.981008,2,전문가 및 관련 종사자,suffix:전문가,
"전직 용접기 조작원, 현재 구직중",58,5.8e-05,0.981066,unemployed,무직/비경제활동,contains:구직중,
조명 기구 설치 및 수리원,57,5.7e-05,0.981123,7,기능원 및 관련 기능 종사자,contains:설치,
자동차 섀시 정비원,57,5.7e-05,0.98118,7,기능원 및 관련 기능 종사자,contains:정비,
점화·발파 및 화약 관리원,57,5.7e-05,0.981237,2,전문가 및 관련 종사자,suffix:관리원,
"전직 검표원, 현재 구직중",57,5.7e-05,0.981294,unemployed,무직/비경제활동,contains:구직중,
"전직 주차 관리원, 현재 구직중",57,5.7e-05,0.981351,unemployed,무직/비경제활동,contains:구직중,
악기 제조 및 수리원,56,5.6e-05,0.981407,7,기능원 및 관련 기능 종사자,contains:수리,
작업치료사,56,5.6e-05,0.981463,2,전문가 및 관련 종사자,contains:치료사,
종이상자 및 봉투 제조기 조작원,56,5.6e-05,0.981519,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 육군 부사관, 현재 구직중",56,5.6e-05,0.981575,unemployed,무직/비경제활동,contains:구직중,
음식 서비스 관련 관리자,56,5.6e-05,0.981631,1,관리자,contains:관리자,
항공기 전기 설치원,56,5.6e-05,0.981687,7,기능원 및 관련 기능 종사자,contains:설치,
그 외 통신공학 기술자 및 연구원,55,5.5e-05,0.981742,2,전문가 및 관련 종사자,suffix:연구원,
광학기구 수리원,55,5.5e-05,0.981797,7,기능원 및 관련 기능 종사자,contains:수리,
그 외 숙박시설 서비스원,55,5.5e-05,0.981852,4,서비스 종사자,contains:서비스,
가구 디자이너,55,5.5e-05,0.981907,2,전문가 및 관련 종사자,suffix:디자이너,
단조기 조작원,55,5.5e-05,0.981962,8,장치·기계 조작 및 조립 종사자,contains:조작원,
그 외 자연과학 시험원,55,5.5e-05,0.982017,other,기타/검토,no_rule,yes
그 외 시멘트 및 광물제품 제조기 조작원,55,5.5e-05,0.982072,8,장치·기계 조작 및 조립 종사자,contains:조작원,
전문 한의사,55,5.5e-05,0.982127,2,전문가 및 관련 종사자,suffix:의사,
그 외 수제 식품 제조 종사원,54,5.4e-05,0.982181,other,기타/검토,no_rule,yes
"전직 철도 기관사, 현재 구직중",54,5.4e-05,0.982235,unemployed,무직/비경제활동,contains:구직중,
유리 제조 및 제품 가공기 조작원,54,5.4e-05,0.982289,8,장치·기계 조작 및 조립 종사자,contains:조작원,
학예사,54,5.4e-05,0.982343,other,기타/검토,no_rule,yes
그 외 비금속제품 관련 생산기 조작원,54,5.4e-05,0.982397,8,장치·기계 조작 및 조립 종사자,contains:조작원,
신발 및 구두 재단사,54,5.4e-05,0.982451,other,기타/검토,no_rule,yes
공작기계 조립원,54,5.4e-05,0.982505,8,장치·기계 조작 및 조립 종사자,contains:조립,
금속용해로 및 금속가열로 조작원,53,5.3e-05,0.982558,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 공공행정 사무원, 현재 구직중",53,5.3e-05,0.982611,unemployed,무직/비경제활동,contains:구직중,
그 외 채굴 및 토목 관련 종사원,52,5.2e-05,0.982663,7,기능원 및 관련 기능 종사자,contains:토목,
"전직 판금원, 현재 구직중",52,5.2e-05,0.982715,unemployed,무직/비경제활동,contains:구직중,
노래방 서비스원,52,5.2e-05,0.982767,4,서비스 종사자,contains:서비스,
선박부원,52,5.2e-05,0.982819,8,장치·기계 조작 및 조립 종사자,contains:선박,
임업 단순 종사원,52,5.2e-05,0.982871,6,농림·어업 숙련 종사자,contains:임업,
그 외 생명과학 연구원,52,5.2e-05,0.982923,2,전문가 및 관련 종사자,suffix:연구원,
목재처리기 조작원,52,5.2e-05,0.982975,8,장치·기계 조작 및 조립 종사자,contains:조작원,
경비 관련 관리자,52,5.2e-05,0.983027,1,관리자,contains:관리자,
"전직 그 외 기계 조작원, 현재 구직중",51,5.1e-05,0.983078,unemployed,무직/비경제활동,contains:구직중,
비행기 정비원,51,5.1e-05,0.983129,7,기능원 및 관련 기능 종사자,contains:정비,
어패류가공 기계 조작원,51,5.1e-05,0.98318,8,장치·기계 조작 및 조립 종사자,contains:조작원,
판지 라이닝기 조작원,51,5.1e-05,0.983231,8,장치·기계 조작 및 조립 종사자,contains:조작원,
커피 및 차류 제조기 조작원,51,5.1e-05,0.983282,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 그 외 철도 및 전동차 기관사, 현재 구직중",51,5.1e-05,0.983333,unemployed,무직/비경제활동,contains:구직중,
낙농품가공 기계 조작원,51,5.1e-05,0.983384,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 산업용로봇 조작원, 현재 구직중",50,5e-05,0.983434,unemployed,무직/비경제활동,contains:구직중,
"전직 냉난방·공조공학 기술자 및 연구원, 현재 구직중",50,5e-05,0.983484,unemployed,무직/비경제활동,contains:구직중,
선박 조립원,50,5e-05,0.983534,8,장치·기계 조작 및 조립 종사자,contains:선박,
음향 및 녹음 기사,50,5e-05,0.983584,2,전문가 및 관련 종사자,suffix:기사,
섬유 및 펠트 관련 선별원,50,5e-05,0.983634,other,기타/검토,no_rule,yes
"전직 요양 보호사, 현재 구직중",50,5e-05,0.983684,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 택배원, 현재 구직중",50,5e-05,0.983734,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 전기·전자기기 설치 및 수리원, 현재 구직중",49,4.9e-05,0.983783,unemployed,무직/비경제활동,contains:구직중,
"전직 전기 감리 기술자 및 연구원, 현재 구직중",49,4.9e-05,0.983832,unemployed,무직/비경제활동,contains:구직중,
해병대 병사,49,4.9e-05,0.983881,A,군인,contains:병사,
지휘자,49,4.9e-05,0.98393,other,기타/검토,no_rule,yes
승려,49,4.9e-05,0.983979,other,기타/검토,no_rule,yes
합판생산기 조작원,49,4.9e-05,0.984028,8,장치·기계 조작 및 조립 종사자,contains:조작원,
그 외 경영 및 진단 전문가,48,4.8e-05,0.984076,2,전문가 및 관련 종사자,suffix:전문가,
대학 교육 조교,48,4.8e-05,0.984124,other,기타/검토,no_rule,yes
전자 및 통신장비 기술 영업원,48,4.8e-05,0.984172,5,판매 종사자,contains:영업,
레크리에이션 전문가,48,4.8e-05,0.98422,2,전문가 및 관련 종사자,suffix:전문가,
과실 및 채소 가공 관련 기계 조작원,48,4.8e-05,0.984268,8,장치·기계 조작 및 조립 종사자,contains:조작원,
소방 관리자,48,4.8e-05,0.984316,1,관리자,contains:관리자,
고무 및 플라스틱 시험원,48,4.8e-05,0.984364,other,기타/검토,no_rule,yes
"전직 철도교통 관제사, 현재 구직중",48,4.8e-05,0.984412,unemployed,무직/비경제활동,contains:구직중,
"전직 변호사, 현재 구직중",48,4.8e-05,0.98446,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 제조 관련 단순 종사원, 현재 구직중",48,4.8e-05,0.984508,unemployed,무직/비경제활동,contains:구직중,
스포츠 코치,48,4.8e-05,0.984556,other,기타/검토,no_rule,yes
등대원,48,4.8e-05,0.984604,other,기타/검토,no_rule,yes
기록물 관리사,47,4.7e-05,0.984651,other,기타/검토,no_rule,yes
"전직 방문 고객 상담원, 현재 구직중",47,4.7e-05,0.984698,unemployed,무직/비경제활동,contains:구직중,
"전직 매장 계산원, 현재 구직중",47,4.7e-05,0.984745,unemployed,무직/비경제활동,contains:구직중,
소년원 학교 교사,47,4.7e-05,0.984792,2,전문가 및 관련 종사자,suffix:교사,
"전직 해외 영업원, 현재 구직중",47,4.7e-05,0.984839,unemployed,무직/비경제활동,contains:구직중,
"전직 치과위생사, 현재 구직중",47,4.7e-05,0.984886,unemployed,무직/비경제활동,contains:구직중,
"전직 육군 장교, 현재 구직중",47,4.7e-05,0.984933,unemployed,무직/비경제활동,contains:구직중,
그 외 배관공,47,4.7e-05,0.98498,7,기능원 및 관련 기능 종사자,contains:배관,
"전직 농수산물 중개인 및 경매사, 현재 구직중",47,4.7e-05,0.985027,unemployed,무직/비경제활동,contains:구직중,
지도 제작 기술자,47,4.7e-05,0.985074,2,전문가 및 관련 종사자,suffix:기술자,
조경 관련 관리자,47,4.7e-05,0.985121,1,관리자,contains:관리자,
"전직 공공행정 전문가, 현재 구직중",46,4.6e-05,0.985167,unemployed,무직/비경제활동,contains:구직중,
그 외 금속가공 관련 제어 장치 조작원,46,4.6e-05,0.985213,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 통신장비 기사, 현재 구직중",46,4.6e-05,0.985259,unemployed,무직/비경제활동,contains:구직중,
해상운송 관련 관리자,46,4.6e-05,0.985305,1,관리자,contains:관리자,
그 외 외선 전기원,46,4.6e-05,0.985351,other,기타/검토,no_rule,yes
보석 세공원,45,4.5e-05,0.985396,other,기타/검토,no_rule,yes
보험 상품 개발자,45,4.5e-05,0.985441,2,전문가 및 관련 종사자,contains:개발,
"전직 사회복지사, 현재 구직중",45,4.5e-05,0.985486,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 제품 디자이너, 현재 구직중",45,4.5e-05,0.985531,unemployed,무직/비경제활동,contains:구직중,
만화영화 작가,45,4.5e-05,0.985576,other,기타/검토,no_rule,yes
수도 관련 관리자,44,4.4e-05,0.98562,1,관리자,contains:관리자,
농업기계 조립원,44,4.4e-05,0.985664,6,농림·어업 숙련 종사자,contains:농업,
그 외 언론 관련 전문가,44,4.4e-05,0.985708,2,전문가 및 관련 종사자,suffix:전문가,
광석 및 금속용광로 조작원,44,4.4e-05,0.985752,8,장치·기계 조작 및 조립 종사자,contains:조작원,
그 외 재활용 처리 및 소각로 조작원,44,4.4e-05,0.985796,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 위험 관리원, 현재 구직중",44,4.4e-05,0.98584,unemployed,무직/비경제활동,contains:구직중,
신용 분석가,44,4.4e-05,0.985884,2,전문가 및 관련 종사자,contains:분석가,
선장,44,4.4e-05,0.985928,other,기타/검토,no_rule,yes
문화재 보존원,44,4.4e-05,0.985972,other,기타/검토,no_rule,yes
무대의상 관리원,43,4.3e-05,0.986015,2,전문가 및 관련 종사자,suffix:관리원,
전도사,43,4.3e-05,0.986058,other,기타/검토,no_rule,yes
선박 정비원,43,4.3e-05,0.986101,8,장치·기계 조작 및 조립 종사자,contains:선박,
고속철 기관차 정비원,43,4.3e-05,0.986144,7,기능원 및 관련 기능 종사자,contains:정비,
디지털인쇄기 조작원,43,4.3e-05,0.986187,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 농업 단순 종사원, 현재 구직중",43,4.3e-05,0.98623,unemployed,무직/비경제활동,contains:구직중,
"전직 자동 조립라인 조작원, 현재 구직중",43,4.3e-05,0.986273,unemployed,무직/비경제활동,contains:구직중,
외환 딜러,43,4.3e-05,0.986316,other,기타/검토,no_rule,yes
여행 상품 개발자,42,4.2e-05,0.986358,2,전문가 및 관련 종사자,contains:개발,
"전직 그 외 음식 서비스 종사원, 현재 구직중",42,4.2e-05,0.9864,unemployed,무직/비경제활동,contains:구직중,
